# LUCIA Four Log File
# Date: 2025-12-15 18:50:44
# Format: START ligne = config démarrage, DATA lignes = données en temps réel
#
=== LUCIA START ===
PID: Kp=2.50 Ki=0.09 Kd=0.00
Time(ms), Temp(C), Target(C), P, I, D, Power(%)
2389525, 123.9, 124.0, 0.2, 11.1, 0.0, 11
2394651, 124.1, 125.0, 2.0, 11.2, 0.0, 13
2399773, 124.4, 125.0, 1.4, 11.2, 0.0, 12
2404895, 124.7, 125.0, 0.8, 11.2, 0.0, 11
2410019, 124.9, 126.0, 2.8, 11.3, 0.0, 14
2415139, 125.3, 126.0, 1.8, 11.3, 0.0, 13
2420257, 125.6, 126.0, 1.3, 11.3, 0.0, 12
2425380, 125.8, 127.0, 3.1, 11.4, 0.0, 14
2430502, 126.2, 127.0, 1.9, 11.4, 0.0, 13
2435621, 126.4, 128.0, 1.6, 11.5, 0.0, 13
2440741, 126.7, 128.0, 3.2, 11.5, 0.0, 14
2445864, 127.1, 128.0, 2.5, 11.6, 0.0, 14
2450983, 127.3, 129.0, 4.3, 11.7, 0.0, 15
2456105, 127.7, 129.0, 3.6, 11.7, 0.0, 15
2461228, 128.1, 129.0, 2.5, 11.8, 0.0, 14
2466348, 128.3, 130.0, 4.4, 11.8, 0.0, 16
2471467, 128.6, 130.0, 3.6, 11.9, 0.0, 15
2476589, 129.0, 130.0, 2.8, 12.0, 0.0, 14
2481711, 129.3, 131.0, 4.2, 12.0, 0.0, 16
2486833, 129.6, 131.0, 3.4, 12.1, 0.0, 15
2491955, 130.1, 131.0, 2.3, 12.2, 0.0, 14
2497072, 130.3, 132.0, 4.0, 12.2, 0.0, 16
2502191, 130.7, 132.0, 3.4, 12.3, 0.0, 15
2507312, 131.1, 133.0, 2.1, 12.3, 0.0, 14
2512432, 131.5, 133.0, 3.7, 12.4, 0.0, 16
2517548, 132.0, 133.0, 2.6, 12.5, 0.0, 15
2522668, 132.3, 134.0, 4.5, 12.5, 0.0, 16
2527787, 132.6, 134.0, 3.4, 12.6, 0.0, 15
2532908, 133.2, 134.0, 2.1, 12.6, 0.0, 14
2538029, 133.5, 135.0, 4.1, 12.7, 0.0, 16
2543150, 133.8, 135.0, 3.2, 12.8, 0.0, 15
2548272, 134.3, 135.0, 2.2, 12.8, 0.0, 15
2553395, 134.6, 136.0, 3.5, 12.9, 0.0, 16
2558515, 135.0, 136.0, 2.6, 12.9, 0.0, 15
2563637, 135.3, 136.0, 1.8, 12.9, 0.0, 14
2568759, 135.8, 137.0, 3.0, 13.0, 0.0, 16
2573882, 136.2, 137.0, 1.9, 13.0, 0.0, 14
2579007, 136.7, 138.0, 1.1, 13.1, 0.0, 14
2584128, 137.0, 138.0, 2.4, 13.1, 0.0, 15
2589249, 137.4, 138.0, 1.8, 13.2, 0.0, 14
2594371, 137.8, 139.0, 3.0, 13.2, 0.0, 16
2599491, 138.2, 139.0, 2.1, 13.2, 0.0, 15
2604614, 138.6, 139.0, 1.1, 13.3, 0.0, 14
2609739, 139.0, 140.0, 2.4, 13.3, 0.0, 15
2614864, 139.4, 140.0, 1.5, 13.3, 0.0, 14
2619993, 139.7, 140.0, 0.9, 13.3, 0.0, 14
2625121, 140.1, 141.0, 2.1, 13.4, 0.0, 15
2630248, 140.5, 141.0, 1.3, 13.4, 0.0, 14
2635378, 140.8, 141.0, 0.4, 13.4, 0.0, 13
2640503, 141.3, 142.0, 1.8, 13.4, 0.0, 15
2645628, 141.6, 142.0, 0.9, 13.5, 0.0, 14
2650750, 142.0, 142.0, 0.3, 13.5, 0.0, 13
2655873, 142.4, 143.0, 1.4, 13.5, 0.0, 14
2660998, 142.8, 143.0, 0.9, 13.5, 0.0, 14
2666120, 143.1, 144.0, 2.3, 13.5, 0.0, 15
2671246, 143.5, 144.0, 1.5, 13.6, 0.0, 15
2676378, 143.8, 144.0, 0.5, 13.6, 0.0, 14
2681507, 144.2, 145.0, 2.3, 13.6, 0.0, 15
2686637, 144.6, 145.0, 1.3, 13.6, 0.0, 14
2691766, 144.8, 145.0, 0.4, 13.7, 0.0, 14
2696893, 145.2, 146.0, 1.9, 13.7, 0.0, 15
2702023, 145.7, 146.0, 1.0, 13.7, 0.0, 14
2707152, 146.0, 146.0, 0.6, 13.7, 0.0, 14
2712283, 146.3, 147.0, 1.8, 13.7, 0.0, 15
2717414, 146.6, 147.0, 1.0, 13.8, 0.0, 14
2722547, 146.9, 147.0, 0.3, 13.8, 0.0, 14
2727675, 147.3, 148.0, 1.9, 13.8, 0.0, 15
2732803, 147.7, 148.0, 0.8, 13.8, 0.0, 14
2737932, 148.0, 149.0, 2.4, 13.9, 0.0, 16
2743059, 148.4, 149.0, 1.6, 13.9, 0.0, 15
2748189, 148.7, 149.0, 0.8, 13.9, 0.0, 14
2753320, 149.1, 150.0, 2.7, 13.9, 0.0, 16
2758447, 149.3, 150.0, 1.7, 14.0, 0.0, 15
2763571, 149.6, 150.0, 1.0, 14.0, 0.0, 15
2768574, 150.1, 151.0, 2.5, 14.0, 0.0, 16
2773611, 150.3, 151.0, 1.9, 14.0, 0.0, 15
2778651, 150.6, 151.0, 0.8, 14.1, 0.0, 14
2783691, 151.0, 152.0, 2.6, 14.1, 0.0, 16
2788727, 151.3, 152.0, 1.7, 14.1, 0.0, 15
2793763, 151.6, 152.0, 1.3, 14.2, 0.0, 15
2798798, 151.9, 153.0, 2.7, 14.2, 0.0, 16
2803831, 152.3, 153.0, 2.2, 14.3, 0.0, 16
2808865, 152.6, 153.0, 1.0, 14.3, 0.0, 15
2813903, 152.8, 154.0, 2.9, 14.3, 0.0, 17
2818940, 153.4, 154.0, 1.9, 14.4, 0.0, 16
2823981, 153.7, 155.0, 1.1, 14.4, 0.0, 15
2829021, 154.0, 155.0, 2.4, 14.4, 0.0, 16
2834059, 154.4, 155.0, 1.4, 14.5, 0.0, 15
2839097, 154.7, 156.0, 3.2, 14.5, 0.0, 17
2844136, 155.0, 156.0, 2.6, 14.5, 0.0, 17
2849175, 155.4, 156.0, 1.8, 14.6, 0.0, 16
2854216, 155.8, 157.0, 2.9, 14.6, 0.0, 17
2859258, 155.6, 157.0, 2.6, 14.7, 0.0, 17
2864294, 153.1, 157.0, 9.2, 14.8, 0.0, 23
2869325, 150.8, 158.0, 18.1, 15.1, 0.0, 33
2874357, 150.5, 158.0, 19.2, 15.4, 0.0, 34
2879390, 151.0, 158.0, 17.8, 15.7, 0.0, 33
2884422, 151.5, 159.0, 19.1, 16.0, 0.0, 35
2889454, 152.3, 159.0, 17.1, 16.4, 0.0, 33
2894485, 153.0, 159.0, 15.0, 16.7, 0.0, 31
2899516, 154.0, 160.0, 15.5, 16.9, 0.0, 32
2904548, 154.8, 160.0, 13.5, 17.2, 0.0, 30
2909579, 155.6, 160.0, 11.1, 17.4, 0.0, 28
2914613, 156.6, 161.0, 11.4, 17.6, 0.0, 29
2919648, 157.4, 161.0, 9.0, 17.8, 0.0, 26
2924683, 158.4, 162.0, 6.9, 18.0, 0.0, 24
2929715, 159.2, 162.0, 6.8, 18.1, 0.0, 24
2934747, 160.1, 162.0, 4.7, 18.2, 0.0, 22
2939774, 161.1, 163.0, 2.6, 18.3, 0.0, 20
2944803, 162.0, 163.0, 3.0, 18.3, 0.0, 21
2949832, 162.9, 163.0, 0.3, 18.4, 0.0, 18
2954865, 163.7, 164.0, 1.1, 18.4, 0.0, 19
2959905, 164.4, 164.0, -1.0, 18.4, 0.0, 17
2964943, 165.3, 164.0, -2.7, 18.3, 0.0, 15
2969981, 165.9, 165.0, -2.2, 18.3, 0.0, 16
2975019, 166.7, 165.0, -4.3, 18.2, 0.0, 13
2980054, 167.3, 165.0, -5.5, 18.1, 0.0, 12
2985088, 167.9, 166.0, -4.6, 18.0, 0.0, 13
2990120, 168.5, 166.0, -6.3, 17.9, 0.0, 11
2995158, 169.2, 166.0, -7.5, 17.8, 0.0, 10
3000180, 169.6, 167.0, -6.3, 17.7, 0.0, 11
3005204, 170.1, 167.0, -7.7, 17.6, 0.0, 9
3010308, 170.6, 167.0, -8.9, 17.4, 0.0, 8
3015325, 171.0, 168.0, -7.1, 17.3, 0.0, 10
3020441, 171.3, 168.0, -8.3, 17.1, 0.0, 8
3025539, 171.7, 169.0, -9.0, 17.0, 0.0, 7
3030672, 172.0, 169.0, -7.3, 16.9, 0.0, 9
3035773, 172.2, 169.0, -7.9, 16.7, 0.0, 8
3040875, 172.5, 170.0, -6.1, 16.6, 0.0, 10
3045992, 172.7, 170.0, -6.5, 16.5, 0.0, 9
3051095, 173.0, 170.0, -7.5, 16.3, 0.0, 8
3056215, 173.2, 171.0, -5.3, 16.2, 0.0, 10
3061254, 173.4, 171.0, -5.9, 16.1, 0.0, 10
3066377, 173.5, 171.0, -6.6, 16.0, 0.0, 9
3071385, 173.6, 172.0, -4.1, 15.9, 0.0, 11
3076430, 173.9, 172.0, -4.5, 15.8, 0.0, 11
3081473, 174.0, 172.0, -4.8, 15.7, 0.0, 10
3086513, 174.2, 173.0, -2.9, 15.7, 0.0, 12
3091553, 174.3, 173.0, -3.1, 15.6, 0.0, 12
3096593, 174.4, 173.0, -3.2, 15.5, 0.0, 12
3101640, 174.5, 174.0, -1.1, 15.5, 0.0, 14
3106686, 174.6, 174.0, -1.6, 15.5, 0.0, 13
3111728, 174.8, 175.0, -2.2, 15.4, 0.0, 13
3116770, 174.9, 175.0, 0.1, 15.4, 0.0, 15
3121811, 175.1, 175.0, -0.1, 15.4, 0.0, 15
3126853, 175.2, 176.0, 1.9, 15.4, 0.0, 17
3131894, 175.4, 176.0, 1.7, 15.5, 0.0, 17
3136934, 175.5, 176.0, 1.0, 15.5, 0.0, 16
3141972, 175.7, 177.0, 3.2, 15.5, 0.0, 18
3147011, 175.9, 177.0, 2.7, 15.6, 0.0, 18
3152051, 176.1, 177.0, 2.3, 15.6, 0.0, 17
3157092, 176.4, 178.0, 4.2, 15.7, 0.0, 19
3162131, 176.7, 178.0, 3.5, 15.8, 0.0, 19
3167171, 176.8, 178.0, 3.1, 15.8, 0.0, 18
3172206, 177.1, 179.0, 5.0, 15.9, 0.0, 20
3177242, 177.4, 179.0, 3.9, 16.0, 0.0, 19
3182280, 177.7, 179.0, 3.3, 16.0, 0.0, 19
3187315, 178.0, 180.0, 5.1, 16.1, 0.0, 21
3192344, 178.3, 180.0, 4.4, 16.2, 0.0, 20
3197374, 178.5, 180.0, 3.6, 16.3, 0.0, 19
3202410, 178.9, 181.0, 5.3, 16.4, 0.0, 21
3207448, 179.3, 181.0, 4.4, 16.5, 0.0, 20
3212478, 179.7, 181.0, 3.6, 16.5, 0.0, 20
3217503, 179.9, 182.0, 5.2, 16.6, 0.0, 21
3222533, 180.2, 182.0, 4.5, 16.7, 0.0, 21
3227558, 180.6, 183.0, 3.6, 16.8, 0.0, 20
3232587, 181.2, 183.0, 4.9, 16.9, 0.0, 21
3237618, 181.6, 183.0, 3.7, 16.9, 0.0, 20
3242643, 182.0, 184.0, 5.1, 17.0, 0.0, 22
3247674, 182.4, 184.0, 4.1, 17.1, 0.0, 21
3252702, 182.9, 184.0, 3.0, 17.2, 0.0, 20
3257736, 183.3, 185.0, 4.4, 17.2, 0.0, 21
3262767, 183.7, 185.0, 3.3, 17.3, 0.0, 20
3267799, 184.1, 185.0, 2.2, 17.3, 0.0, 19
3272835, 184.5, 186.0, 3.9, 17.4, 0.0, 21
3277863, 185.0, 186.0, 2.6, 17.4, 0.0, 20
3282896, 185.4, 186.0, 1.6, 17.5, 0.0, 19
3287927, 185.9, 187.0, 2.7, 17.5, 0.0, 20
3292959, 186.4, 187.0, 2.0, 17.6, 0.0, 19
3297996, 186.8, 187.0, 0.7, 17.6, 0.0, 18
3303028, 187.1, 188.0, 2.2, 17.6, 0.0, 19
3308063, 187.5, 188.0, 1.1, 17.7, 0.0, 18
3313093, 188.0, 188.0, 0.0, 17.7, 0.0, 17
3318127, 188.4, 189.0, 1.8, 17.7, 0.0, 19
3323163, 188.6, 189.0, 0.6, 17.7, 0.0, 18
3328201, 189.2, 190.0, 2.0, 17.7, 0.0, 19
3333239, 189.6, 190.0, 1.0, 17.8, 0.0, 18
3338275, 190.0, 190.0, 0.3, 17.8, 0.0, 18
3343312, 190.3, 191.0, 1.8, 17.8, 0.0, 19
3348352, 190.7, 191.0, 0.8, 17.8, 0.0, 18
3353393, 191.1, 191.0, -0.2, 17.8, 0.0, 17
3358432, 191.4, 192.0, 1.2, 17.8, 0.0, 19
3363465, 191.9, 192.0, 0.5, 17.8, 0.0, 18
3368500, 192.3, 192.0, -0.6, 17.8, 0.0, 17
3373536, 192.7, 193.0, 1.2, 17.8, 0.0, 19
3378569, 193.0, 193.0, 0.1, 17.8, 0.0, 17
3383606, 193.4, 193.0, -0.9, 17.8, 0.0, 16
3388643, 193.6, 194.0, 1.0, 17.8, 0.0, 18
3393683, 194.2, 194.0, -0.1, 17.8, 0.0, 17
3398726, 194.4, 194.0, -1.0, 17.8, 0.0, 16
3403764, 194.8, 195.0, 0.7, 17.8, 0.0, 18
3408801, 195.0, 195.0, -0.1, 17.8, 0.0, 17
3413842, 195.4, 195.0, -1.0, 17.8, 0.0, 16
3418883, 195.8, 196.0, 0.8, 17.8, 0.0, 18
3423920, 196.0, 196.0, -0.1, 17.8, 0.0, 17
3428962, 196.3, 197.0, -0.7, 17.8, 0.0, 17
3434003, 196.6, 197.0, 1.0, 17.8, 0.0, 18
3439043, 197.0, 197.0, 0.1, 17.9, 0.0, 17
3444086, 197.3, 198.0, 2.2, 17.9, 0.0, 20
3449125, 197.5, 198.0, 1.1, 17.9, 0.0, 19
3454160, 197.9, 198.0, 0.1, 17.9, 0.0, 18
3459200, 198.3, 199.0, 2.0, 17.9, 0.0, 19
3464241, 198.5, 199.0, 1.2, 17.9, 0.0, 19
3469282, 198.9, 199.0, 0.7, 18.0, 0.0, 18
3474315, 199.0, 200.0, 2.1, 18.0, 0.0, 20
3479350, 199.5, 200.0, 1.5, 18.0, 0.0, 19
3484377, 199.8, 200.0, 0.8, 18.0, 0.0, 18
3489400, 200.1, 201.0, 2.2, 18.1, 0.0, 20
3494420, 200.4, 201.0, 1.7, 18.1, 0.0, 19
3499448, 200.7, 201.0, 0.8, 18.1, 0.0, 18
3504467, 201.1, 202.0, 2.3, 18.2, 0.0, 20
3509484, 201.4, 202.0, 1.9, 18.2, 0.0, 20
3514506, 201.7, 202.0, 1.0, 18.2, 0.0, 19
3519525, 202.1, 203.0, 2.8, 18.3, 0.0, 21
3524538, 202.3, 203.0, 1.8, 18.3, 0.0, 20
3529558, 202.6, 204.0, 0.9, 18.3, 0.0, 19
3534580, 203.0, 204.0, 2.8, 18.4, 0.0, 21
3539598, 203.3, 204.0, 1.8, 18.4, 0.0, 20
3544623, 203.7, 205.0, 3.3, 18.5, 0.0, 21
3549646, 204.0, 205.0, 2.6, 18.5, 0.0, 21
3554666, 204.4, 205.0, 1.6, 18.5, 0.0, 20
3559690, 204.7, 206.0, 3.4, 18.6, 0.0, 21
3564712, 205.0, 206.0, 2.3, 18.6, 0.0, 20
3569731, 205.4, 206.0, 1.5, 18.7, 0.0, 20
3574755, 205.7, 207.0, 3.1, 18.7, 0.0, 21
3579779, 206.2, 207.0, 2.1, 18.7, 0.0, 20
3584801, 206.6, 207.0, 1.1, 18.8, 0.0, 19
3589828, 207.0, 208.0, 2.9, 18.8, 0.0, 21
3594850, 207.3, 208.0, 1.7, 18.8, 0.0, 20
3599869, 207.6, 208.0, 1.0, 18.9, 0.0, 19
3604894, 208.0, 209.0, 2.7, 18.9, 0.0, 21
3609917, 208.3, 209.0, 1.7, 18.9, 0.0, 20
3614941, 208.8, 209.0, 0.5, 19.0, 0.0, 19
3619969, 209.0, 210.0, 2.3, 19.0, 0.0, 21
3624992, 209.5, 210.0, 1.1, 19.0, 0.0, 20
3630019, 209.8, 210.0, 0.6, 19.0, 0.0, 19
3635047, 210.2, 211.0, 1.9, 19.1, 0.0, 21
3640071, 210.6, 211.0, 1.2, 19.1, 0.0, 20
3645101, 210.9, 212.0, 0.2, 19.1, 0.0, 19
3650127, 211.3, 212.0, 1.9, 19.2, 0.0, 21
3655148, 211.8, 212.0, 1.0, 19.2, 0.0, 20
3660173, 212.1, 213.0, 2.3, 19.2, 0.0, 21
3665193, 212.5, 213.0, 1.2, 19.2, 0.0, 20
3670213, 212.7, 213.0, 0.6, 19.2, 0.0, 19
3675240, 213.1, 214.0, 2.0, 19.3, 0.0, 21
3680265, 213.4, 214.0, 1.5, 19.3, 0.0, 20
3685289, 213.8, 214.0, 0.6, 19.3, 0.0, 19
3690320, 214.1, 215.0, 2.3, 19.3, 0.0, 21
3695346, 214.4, 215.0, 1.2, 19.4, 0.0, 20
3700371, 214.8, 215.0, 0.4, 19.4, 0.0, 19
3705400, 215.1, 216.0, 2.1, 19.4, 0.0, 21
3710423, 215.5, 216.0, 1.4, 19.4, 0.0, 20
3715446, 215.9, 216.0, 0.4, 19.5, 0.0, 19
3720473, 216.2, 217.0, 2.2, 19.5, 0.0, 21
3725500, 216.5, 217.0, 1.0, 19.5, 0.0, 20
3730527, 216.9, 217.0, 0.4, 19.5, 0.0, 19
3735553, 217.3, 218.0, 2.1, 19.6, 0.0, 21
3740577, 217.5, 218.0, 1.1, 19.6, 0.0, 20
3745597, 217.9, 219.0, 2.8, 19.6, 0.0, 22
3750620, 218.2, 219.0, 2.1, 19.6, 0.0, 21
3755645, 218.6, 219.0, 1.2, 19.7, 0.0, 20
3760668, 218.9, 220.0, 0.5, 19.7, 0.0, 20
3765689, 219.3, 220.0, 2.0, 19.7, 0.0, 21
3770710, 219.6, 220.0, 1.0, 19.8, 0.0, 20
3775722, 219.9, 221.0, 2.7, 19.8, 0.0, 22
3780742, 220.2, 221.0, 2.0, 19.8, 0.0, 21
3785765, 220.7, 221.0, 0.9, 19.8, 0.0, 20
3790785, 220.9, 222.0, 2.6, 19.9, 0.0, 22
3795806, 221.3, 222.0, 1.6, 19.9, 0.0, 21
3800825, 221.6, 222.0, 0.9, 19.9, 0.0, 20
3805840, 222.0, 223.0, 2.8, 20.0, 0.0, 22
3810856, 222.3, 223.0, 1.7, 20.0, 0.0, 21
3815876, 222.8, 223.0, 1.1, 20.0, 0.0, 21
3820895, 223.0, 224.0, 2.5, 20.1, 0.0, 22
3825915, 223.4, 224.0, 1.5, 20.1, 0.0, 21
3830939, 223.8, 224.0, 0.6, 20.1, 0.0, 20
3835960, 224.1, 225.0, 2.2, 20.2, 0.0, 22
3840982, 224.5, 225.0, 1.7, 20.2, 0.0, 21
3846005, 224.7, 225.0, 0.7, 20.2, 0.0, 20
3851023, 225.1, 226.0, 2.2, 20.3, 0.0, 22
3856040, 225.5, 226.0, 1.4, 20.3, 0.0, 21
3861061, 225.8, 227.0, 3.0, 20.3, 0.0, 23
3866079, 226.1, 227.0, 2.3, 20.4, 0.0, 22
3871097, 226.6, 227.0, 1.3, 20.4, 0.0, 21
3876118, 226.9, 228.0, 2.8, 20.4, 0.0, 23
3881135, 227.2, 228.0, 1.9, 20.4, 0.0, 22
3886152, 227.6, 228.0, 1.1, 20.5, 0.0, 21
3891171, 227.8, 229.0, 2.9, 20.5, 0.0, 23
3896187, 228.3, 229.0, 1.8, 20.5, 0.0, 22
3901206, 228.7, 229.0, 0.8, 20.6, 0.0, 21
3906227, 229.0, 230.0, 2.6, 20.6, 0.0, 23
3911243, 229.5, 230.0, 1.7, 20.6, 0.0, 22
3916262, 229.8, 230.0, 0.8, 20.7, 0.0, 21
3921282, 230.0, 231.0, 2.4, 20.7, 0.0, 23
3926299, 230.5, 231.0, 1.6, 20.7, 0.0, 22
3931321, 230.8, 231.0, 0.6, 20.7, 0.0, 21
3936340, 231.1, 232.0, 2.4, 20.8, 0.0, 23
3941357, 231.5, 232.0, 1.4, 20.8, 0.0, 22
3946375, 231.8, 232.0, 0.4, 20.8, 0.0, 21
3951389, 232.2, 233.0, 2.2, 20.9, 0.0, 23
3956402, 232.5, 233.0, 1.2, 20.9, 0.0, 22
3961419, 232.9, 234.0, 0.4, 20.9, 0.0, 21
3966437, 233.3, 234.0, 1.9, 21.0, 0.0, 22
3971456, 233.6, 234.0, 1.1, 21.0, 0.0, 22
3976479, 234.1, 235.0, 0.1, 21.0, 0.0, 21
3981499, 234.4, 235.0, 1.9, 21.0, 0.0, 22
3986518, 234.6, 235.0, 1.0, 21.1, 0.0, 22
3991538, 235.0, 236.0, 2.3, 21.1, 0.0, 23
3996556, 235.3, 236.0, 1.3, 21.1, 0.0, 22
4001575, 235.7, 236.0, 0.8, 21.1, 0.0, 21
4006596, 236.1, 237.0, 2.3, 21.1, 0.0, 23
4011616, 236.5, 237.0, 1.3, 21.2, 0.0, 22
4016636, 236.9, 237.0, 0.8, 21.2, 0.0, 21
4021658, 237.1, 238.0, 2.2, 21.2, 0.0, 23
4026676, 237.5, 238.0, 1.3, 21.3, 0.0, 22
4031691, 237.8, 238.0, 0.5, 21.3, 0.0, 21
4036711, 238.2, 239.0, 2.1, 21.3, 0.0, 23
4041729, 238.4, 239.0, 1.2, 21.3, 0.0, 22
4046748, 238.9, 239.0, 0.6, 21.3, 0.0, 21
4051772, 239.1, 240.0, 2.3, 21.4, 0.0, 23
4056793, 239.4, 240.0, 1.4, 21.4, 0.0, 22
4061815, 239.9, 240.0, 0.4, 21.4, 0.0, 21
4066843, 240.1, 241.0, 2.3, 21.5, 0.0, 23
4071866, 240.5, 241.0, 1.3, 21.5, 0.0, 22
4076892, 240.9, 242.0, 0.5, 21.5, 0.0, 21
4081916, 241.1, 242.0, 2.1, 21.5, 0.0, 23
4086938, 241.5, 242.0, 1.2, 21.6, 0.0, 22
4091958, 241.9, 243.0, 2.8, 21.6, 0.0, 24
4096979, 242.2, 243.0, 2.0, 21.6, 0.0, 23
4101999, 242.5, 243.0, 0.9, 21.7, 0.0, 22
4107021, 243.0, 244.0, 2.6, 21.7, 0.0, 24
4112048, 243.4, 244.0, 2.0, 21.7, 0.0, 23
4117072, 243.7, 244.0, 1.2, 21.8, 0.0, 22
4122099, 243.9, 245.0, 2.6, 21.8, 0.0, 24
4127125, 244.3, 245.0, 1.8, 21.8, 0.0, 23
4132149, 244.7, 245.0, 0.8, 21.8, 0.0, 22
4137172, 245.0, 246.0, 2.7, 21.9, 0.0, 24
4142201, 245.3, 246.0, 1.8, 21.9, 0.0, 23
4147226, 245.7, 246.0, 0.7, 21.9, 0.0, 22
4152254, 246.1, 247.0, 2.6, 22.0, 0.0, 24
4157283, 246.3, 247.0, 1.7, 22.0, 0.0, 23
4162310, 246.7, 247.0, 1.1, 22.0, 0.0, 23
4167337, 247.0, 248.0, 2.1, 22.1, 0.0, 24
4172366, 247.3, 248.0, 1.8, 22.1, 0.0, 23
4177389, 247.8, 249.0, 0.7, 22.1, 0.0, 22
4182417, 248.1, 249.0, 2.4, 22.2, 0.0, 24
4187445, 248.4, 249.0, 1.4, 22.2, 0.0, 23
4192471, 248.8, 250.0, 0.5, 22.2, 0.0, 22
4197497, 249.1, 250.0, 2.1, 22.3, 0.0, 24
4202523, 249.5, 250.0, 1.4, 22.3, 0.0, 23
4207544, 249.8, 251.0, 3.0, 22.3, 0.0, 25
4212570, 250.2, 251.0, 1.9, 22.4, 0.0, 24
4217592, 250.6, 251.0, 1.1, 22.4, 0.0, 23
4222615, 250.9, 252.0, 2.6, 22.4, 0.0, 25
4227638, 251.2, 252.0, 1.9, 22.5, 0.0, 24
4232662, 251.5, 252.0, 1.4, 22.5, 0.0, 23
4237679, 251.9, 253.0, 2.6, 22.6, 0.0, 25
4242699, 252.3, 253.0, 2.1, 22.6, 0.0, 24
4247719, 252.6, 253.0, 1.0, 22.6, 0.0, 23
4252740, 252.9, 254.0, 2.7, 22.7, 0.0, 25
4257764, 253.3, 254.0, 1.7, 22.7, 0.0, 24
4262789, 253.6, 254.0, 0.8, 22.7, 0.0, 23
4267812, 253.9, 255.0, 2.7, 22.8, 0.0, 25
4272838, 254.3, 255.0, 1.9, 22.8, 0.0, 24
4277861, 254.7, 255.0, 0.9, 22.8, 0.0, 23
4282884, 255.1, 256.0, 2.6, 22.9, 0.0, 25
4287909, 255.4, 256.0, 1.6, 22.9, 0.0, 24
4292935, 255.7, 257.0, 3.3, 22.9, 0.0, 26
4297961, 256.1, 257.0, 2.6, 23.0, 0.0, 25
4302989, 256.5, 257.0, 1.2, 23.0, 0.0, 24
4308017, 256.8, 258.0, 3.0, 23.0, 0.0, 26
4313041, 257.1, 258.0, 2.1, 23.1, 0.0, 25
4318068, 257.5, 258.0, 1.4, 23.1, 0.0, 24
4323092, 257.9, 259.0, 2.8, 23.1, 0.0, 25
4328118, 258.3, 259.0, 2.1, 23.2, 0.0, 25
4333146, 258.5, 259.0, 1.1, 23.2, 0.0, 24
4338171, 259.0, 260.0, 2.7, 23.2, 0.0, 25
4343197, 259.2, 260.0, 1.9, 23.3, 0.0, 25
4348224, 259.7, 260.0, 0.8, 23.3, 0.0, 24
4353248, 259.9, 261.0, 2.4, 23.3, 0.0, 25
4358269, 260.5, 261.0, 1.6, 23.4, 0.0, 24
4363296, 260.7, 261.0, 0.8, 23.4, 0.0, 24
4368318, 261.1, 262.0, 2.3, 23.4, 0.0, 25
4373340, 261.5, 262.0, 1.2, 23.4, 0.0, 24
4378359, 261.9, 262.0, 0.4, 23.5, 0.0, 23
4383377, 262.2, 263.0, 2.1, 23.5, 0.0, 25
4388396, 262.5, 263.0, 1.1, 23.5, 0.0, 24
4393416, 262.9, 264.0, 0.5, 23.5, 0.0, 23
4398437, 263.3, 264.0, 2.0, 23.6, 0.0, 25
4403461, 263.6, 264.0, 1.0, 23.6, 0.0, 24
4408487, 264.0, 265.0, 2.6, 23.6, 0.0, 26
4413510, 264.4, 265.0, 1.6, 23.7, 0.0, 25
4418534, 264.7, 265.0, 1.0, 23.7, 0.0, 24
4423557, 265.1, 266.0, 2.3, 23.7, 0.0, 26
4428578, 265.5, 266.0, 1.2, 23.7, 0.0, 24
4433601, 265.8, 266.0, 0.7, 23.7, 0.0, 24
4438624, 266.1, 267.0, 2.2, 23.8, 0.0, 26
4443645, 266.5, 267.0, 1.4, 23.8, 0.0, 25
4448671, 266.9, 267.0, 0.6, 23.8, 0.0, 24
4453695, 267.0, 268.0, 2.4, 23.8, 0.0, 26
4458715, 267.5, 268.0, 1.2, 23.9, 0.0, 25
4463736, 267.8, 268.0, 0.4, 23.9, 0.0, 24
4468757, 268.2, 269.0, 2.1, 23.9, 0.0, 26
4473779, 268.5, 269.0, 1.1, 23.9, 0.0, 25
4478804, 269.0, 269.0, 0.3, 23.9, 0.0, 24
4483828, 269.2, 270.0, 2.3, 24.0, 0.0, 26
4488851, 269.5, 270.0, 1.5, 24.0, 0.0, 25
4493875, 269.8, 270.0, 0.4, 24.0, 0.0, 24
4498900, 270.2, 271.0, 1.9, 24.1, 0.0, 25
4503930, 270.6, 271.0, 1.0, 24.1, 0.0, 25
4508962, 270.9, 272.0, 2.7, 24.1, 0.0, 26
4513989, 271.2, 272.0, 1.9, 24.1, 0.0, 25
4519016, 270.6, 272.0, 1.9, 24.2, 0.0, 26
4524039, 265.3, 273.0, 16.1, 24.3, 0.0, 40
4529062, 263.0, 273.0, 24.8, 24.8, 0.0, 49
4534083, 263.0, 273.0, 24.9, 25.3, 0.0, 50
4539109, 263.9, 274.0, 25.9, 25.6, 0.0, 51
4544138, 264.7, 274.0, 23.3, 26.1, 0.0, 49
4549168, 265.7, 274.0, 20.7, 26.6, 0.0, 47
4554195, 266.7, 275.0, 21.0, 26.9, 0.0, 47
4559224, 268.0, 275.0, 17.8, 27.3, 0.0, 45
4564251, 269.0, 275.0, 15.2, 27.5, 0.0, 42
4569279, 270.2, 276.0, 14.6, 27.8, 0.0, 42
